Date_^SPX,Close_^SPX,Diff_^SPX
2012-07-02T00:00:00.000000000,1365.510009765625,3.3499755859375
2012-07-03T00:00:00.000000000,1374.02001953125,8.510009765625
2012-07-05T00:00:00.000000000,1367.5799560546875,-6.4400634765625
2012-07-06T00:00:00.000000000,1354.6800537109375,-12.89990234375
2012-07-09T00:00:00.000000000,1352.4599609375,-2.2200927734375
2012-07-10T00:00:00.000000000,1341.469970703125,-10.989990234375
2012-07-11T00:00:00.000000000,1341.449951171875,-0.02001953125
2012-07-12T00:00:00.000000000,1334.760009765625,-6.68994140625
2012-07-13T00:00:00.000000000,1356.780029296875,22.02001953125
2012-07-16T00:00:00.000000000,1353.6400146484375,-3.1400146484375
2012-07-17T00:00:00.000000000,1363.6700439453125,10.030029296875
2012-07-18T00:00:00.000000000,1372.780029296875,9.1099853515625
2012-07-19T00:00:00.000000000,1376.510009765625,3.72998046875
2012-07-20T00:00:00.000000000,1362.6600341796875,-13.8499755859375
2012-07-23T00:00:00.000000000,1350.52001953125,-12.1400146484375
2012-07-24T00:00:00.000000000,1338.31005859375,-12.2099609375
2012-07-25T00:00:00.000000000,1337.8900146484375,-0.4200439453125
2012-07-26T00:00:00.000000000,1360.02001953125,22.1300048828125
2012-07-27T00:00:00.000000000,1385.969970703125,25.949951171875
2012-07-30T00:00:00.000000000,1385.300048828125,-0.669921875
2012-07-31T00:00:00.000000000,1379.3199462890625,-5.9801025390625
2012-08-01T00:00:00.000000000,1375.3199462890625,-4.0
2012-08-02T00:00:00.000000000,1365.0,-10.3199462890625
2012-08-03T00:00:00.000000000,1390.989990234375,25.989990234375
2012-08-06T00:00:00.000000000,1394.22998046875,3.239990234375
2012-08-07T00:00:00.000000000,1401.3499755859375,7.1199951171875
2012-08-08T00:00:00.000000000,1402.219970703125,0.8699951171875
2012-08-09T00:00:00.000000000,1402.800048828125,0.580078125
2012-08-10T00:00:00.000000000,1405.8699951171875,3.0699462890625
2012-08-13T00:00:00.000000000,1404.1099853515625,-1.760009765625
2012-08-14T00:00:00.000000000,1403.9300537109375,-0.179931640625
2012-08-15T00:00:00.000000000,1405.530029296875,1.5999755859375
2012-08-16T00:00:00.000000000,1415.510009765625,9.97998046875
2012-08-17T00:00:00.000000000,1418.1600341796875,2.6500244140625
2012-08-20T00:00:00.000000000,1418.1300048828125,-0.030029296875
2012-08-21T00:00:00.000000000,1413.1700439453125,-4.9599609375
2012-08-22T00:00:00.000000000,1413.489990234375,0.3199462890625
2012-08-23T00:00:00.000000000,1402.0799560546875,-11.4100341796875
2012-08-24T00:00:00.000000000,1411.1300048828125,9.050048828125
2012-08-27T00:00:00.000000000,1410.43994140625,-0.6900634765625
2012-08-28T00:00:00.000000000,1409.300048828125,-1.139892578125
2012-08-29T00:00:00.000000000,1410.489990234375,1.18994140625
2012-08-30T00:00:00.000000000,1399.47998046875,-11.010009765625
2012-08-31T00:00:00.000000000,1406.5799560546875,7.0999755859375
2012-09-04T00:00:00.000000000,1404.93994140625,-1.6400146484375
2012-09-05T00:00:00.000000000,1403.43994140625,-1.5
2012-09-06T00:00:00.000000000,1432.1199951171875,28.6800537109375
2012-09-07T00:00:00.000000000,1437.9200439453125,5.800048828125
2012-09-10T00:00:00.000000000,1429.0799560546875,-8.840087890625
2012-09-11T00:00:00.000000000,1433.56005859375,4.4801025390625
2012-09-12T00:00:00.000000000,1436.56005859375,3.0
