_Date,Diff_Close_APA,Diff_Close_LNG,Diff_Close_CVX,Diff_Close_CIVI,Diff_Close_COP,Diff_Close_CTRA,Diff_Close_DVN,Diff_Close_ET,Diff_Close_EPD,Diff_Close_EOG,Diff_Close_EQT,Diff_Close_XOM,Diff_Close_DINO,Diff_Close_KMI,Diff_Close_MPC,Diff_Close_NOG,Diff_Close_OXY,Diff_Close_OKE,Diff_Close_OVV,Diff_Close_PSX,Diff_Close_PAA,Diff_Close_TRGP,Diff_Close_VLO,Diff_Close_WMB
2012-07-02,-0.45380401611328125,0.05764579772949219,0.208740234375,-20.9884033203125,-0.09567642211914062,0.12002372741699219,-0.5683021545410156,-0.029304027557373047,0.10889530181884766,-0.4259605407714844,0.07938575744628906,-0.1352996826171875,0.1508197784423828,0.26990318298339844,0.3908071517944336,2.1028900146484375,0.10951995849609375,0.17447662353515625,-1.3203353881835938,0.4843597412109375,0.20311355590820312,-0.2590808868408203,0.02276134490966797,0.10750865936279297
2012-07-03,2.1933135986328125,0.7301750183105469,0.8755264282226562,42.7542724609375,0.4337120056152344,0.1491098403930664,0.892120361328125,0.0198516845703125,0.0021343231201171875,2.166259765625,0.3969249725341797,0.5529136657714844,0.7424850463867188,0.21799087524414062,-0.24127769470214844,7.3179779052734375,1.3528556823730469,0.11216545104980469,1.8704757690429688,0.1529541015625,-0.05521392822265625,0.36932373046875,0.46651363372802734,0.11728382110595703
2012-07-05,-1.7395095825195312,0.01921367645263672,-0.7769546508789062,-1.5548095703125,-0.7207374572753906,-0.10183048248291016,-0.3238182067871094,-0.021741390228271484,-0.07900428771972656,-1.0521926879882812,0.009927749633789062,-0.4176139831542969,-0.15662193298339844,0.051898956298828125,-0.39420413970947266,-2.8598785400390625,-1.0114021301269531,-0.037387847900390625,-1.83380126953125,-0.28041648864746094,0.09071540832519531,0.04962158203125,-0.3413543701171875,-0.08796119689941406
2012-07-06,-1.7848892211914062,0.08646965026855469,-0.5566291809082031,-45.863525390625,-0.3380470275878906,-0.1272878646850586,-0.4890098571777344,0.005671977996826172,0.08327674865722656,-0.4951515197753906,-0.3274650573730469,-0.45294189453125,-0.15662574768066406,-0.1557140350341797,0.1053457260131836,-3.5328369140625,-0.785980224609375,-0.054004669189453125,-1.3570480346679688,-0.2740440368652344,0.08084869384765625,-0.3417682647705078,0.08534049987792969,-0.0781869888305664
2012-07-09,-0.0907745361328125,-0.6821393966674805,-0.353668212890625,-6.9962158203125,-0.2678718566894531,0.2763996124267578,-0.33702850341796875,-0.03497481346130371,0.03416633605957031,0.30947113037109375,0.3076133728027344,-0.6764259338378906,-0.011592864990234375,-0.11417579650878906,-0.040780067443847656,-2.4393310546875,-0.038646697998046875,-0.07477760314941406,0.36679840087890625,-0.07647514343261719,0.08084869384765625,0.18741607666015625,-0.4266834259033203,0.10262393951416016
2012-07-10,-1.3084030151367188,-0.21136474609375,-0.3363189697265625,-24.8748779296875,-0.5421676635742188,-0.43642139434814453,-0.90533447265625,0.012288808822631836,-0.09395027160644531,-0.7791290283203125,-0.6648540496826172,-0.3176536560058594,-0.4234428405761719,0.02593994140625,-0.13592910766601562,-6.2245025634765625,-1.2562217712402344,-0.1412487030029297,-2.3106002807617188,-0.3632678985595703,0.10845947265625,-0.1543426513671875,-0.09671974182128906,-0.1808176040649414
2012-07-11,0.39328765869140625,-0.5572414398193359,0.56243896484375,8.5506591796875,0.5612945556640625,0.13092803955078125,0.3039741516113281,-0.024576425552368164,0.1473236083984375,0.9211235046386719,0.05458259582519531,0.7470512390136719,0.029001235961914062,0.13495254516601562,0.13253021240234375,2.01873779296875,0.8568077087402344,0.029088973999023438,0.403411865234375,0.5098495483398438,0.03352546691894531,0.17089080810546875,0.2161884307861328,0.058643341064453125
2012-07-12,-1.1193389892578125,1.373885154724121,0.10436630249023438,-22.5428466796875,-0.2423858642578125,-0.1672992706298828,-0.7797889709472656,0.0,0.0042705535888671875,-0.3021965026855469,-0.17365646362304688,-0.1529541015625,0.18561935424804688,0.15051651000976562,-0.32283782958984375,-2.9439849853515625,-0.4058570861816406,0.2492542266845703,-0.22003936767578125,-0.29953956604003906,0.023664474487304688,0.17638015747070312,0.1593036651611328,0.019550323486328125
2012-07-13,0.6504325866699219,-0.27861976623535156,0.5681953430175781,6.9959716796875,0.6378326416015625,0.58917236328125,0.4956321716308594,0.04064679145812988,0.14519405364990234,0.7477684020996094,1.0270500183105469,0.7940902709960938,0.47565460205078125,0.6228408813476562,0.5165424346923828,0.6728973388671875,0.8954658508300781,0.1495513916015625,0.18337249755859375,1.2300071716308594,0.14592933654785156,1.0694026947021484,0.3185853958129883,0.46424102783203125
2012-07-16,-0.15885162353515625,-0.5860652923583984,0.4464569091796875,17.101806640625,0.30615234375,-0.10546398162841797,0.5683097839355469,0.08318233489990234,0.18149280548095703,0.11307144165039062,0.07938003540039062,-0.2470245361328125,0.2958335876464844,0.08305168151855469,-0.033982276916503906,-1.1776199340820312,0.0966339111328125,0.04985237121582031,0.07334136962890625,0.739288330078125,0.1676177978515625,0.40239906311035156,0.2161865234375,0.04886436462402344
