AbReturn_0,AbReturn_1,AbReturn_2,AbReturn_3,AbReturn_4,AbReturn_5,AbReturn_6,AbReturn_7,AbReturn_8,AbReturn_9,AbReturn_10,AbReturn_11,AbReturn_12,AbReturn_13,AbReturn_14,AbReturn_15,AbReturn_16,AbReturn_17,AbReturn_18,AbReturn_19
-0.014123878168562894,-0.11851352851878619,-0.06059086655488584,0.031791654512470874,0.0387886711822074,0.015859565248805566,0.05509260354359916,-0.26128929365445175,0.05996812230534723,0.05734172954049956,0.1215539209423672,-0.055786649838916444,-0.052596112066629945,0.09416035334824653,0.024812117641262038,0.1558736234239093,0.1558736234239093,0.061456000156471235,0.014610047591639296,-0.022089066992017285
